Total number of projects,Transaction Time,Current Time MS
7685,1,1617584680880
7686,0,1617584680881
7687,1,1617584680881
7688,0,1617584680882
7689,1,1617584680882
7690,0,1617584680883
7691,0,1617584680884
7692,1,1617584680884
7693,0,1617584680885
7694,1,1617584680885
7695,1,1617584680886
7696,0,1617584680887
7697,1,1617584680887
7698,1,1617584680888
7699,1,1617584680889
7700,1,1617584680890
7701,0,1617584680891
7702,1,1617584680891
7703,1,1617584680892
7704,0,1617584680893
7705,1,1617584680893
7706,1,1617584680894
7707,0,1617584680895
7708,1,1617584680895
7709,1,1617584680896
7710,0,1617584680897
7711,1,1617584680897
7712,1,1617584680898
7713,1,1617584680899
7714,1,1617584680900
7715,0,1617584680901
7716,1,1617584680901
7717,1,1617584680902
7718,0,1617584680903
7719,1,1617584680903
7720,1,1617584680904
7721,0,1617584680905
7722,1,1617584680905
7723,1,1617584680906
7724,1,1617584680907
7725,0,1617584680908
7726,1,1617584680908
7727,1,1617584680909
7728,1,1617584680910
7729,0,1617584680911
7730,0,1617584680912
7731,1,1617584680912
7732,1,1617584680913
7733,1,1617584680914
7734,0,1617584680915
7735,1,1617584680915
7736,1,1617584680916
7737,9,1617584680917
7738,1,1617584680926
7739,0,1617584680927
7740,1,1617584680927
7741,1,1617584680928
7742,0,1617584680929
7743,1,1617584680929
7744,0,1617584680930
7745,1,1617584680930
7746,1,1617584680931
7747,0,1617584680932
7748,1,1617584680932
7749,1,1617584680933
7750,0,1617584680934
7751,1,1617584680934
7752,1,1617584680935
7753,1,1617584680936
7754,0,1617584680937
7755,1,1617584680937
7756,0,1617584680938
7757,1,1617584680938
7758,1,1617584680939
7759,0,1617584680940
7760,1,1617584680940
7761,1,1617584680941
7762,0,1617584680942
7763,1,1617584680942
7764,1,1617584680943
7765,0,1617584680944
7766,1,1617584680944
7767,0,1617584680945
7768,1,1617584680945
7769,1,1617584680946
7770,0,1617584680947
7771,1,1617584680947
7772,1,1617584680948
7773,0,1617584680949
7774,1,1617584680949
7775,1,1617584680950
7776,0,1617584680951
7777,1,1617584680951
7778,1,1617584680952
7779,0,1617584680953
7780,1,1617584680953
7781,1,1617584680954
7782,1,1617584680955
7783,0,1617584680956
7784,1,1617584680956
7785,1,1617584680957
7786,0,1617584680958
7787,1,1617584680958
7788,1,1617584680959
7789,0,1617584680960
7790,1,1617584680960
7791,1,1617584680961
7792,0,1617584680962
7793,1,1617584680962
7794,1,1617584680963
7795,0,1617584680964
7796,1,1617584680964
7797,1,1617584680965
7798,0,1617584680966
7799,1,1617584680966
7800,1,1617584680967
7801,1,1617584680968
7802,0,1617584680969
7803,1,1617584680969
7804,1,1617584680970
7805,0,1617584680971
7806,1,1617584680971
7807,1,1617584680972
7808,0,1617584680973
7809,1,1617584680973
7810,1,1617584680974
7811,0,1617584680975
7812,1,1617584680975
7813,1,1617584680976
7814,0,1617584680977
7815,1,1617584680977
7816,1,1617584680978
7817,0,1617584680979
7818,1,1617584680979
7819,1,1617584680980
7820,0,1617584680981
7821,1,1617584680981
7822,1,1617584680982
7823,0,1617584680983
7824,1,1617584680983
7825,1,1617584680984
7826,1,1617584680985
7827,0,1617584680986
7828,1,1617584680986
7829,1,1617584680987
7830,0,1617584680988
7831,1,1617584680988
7832,0,1617584680989
7833,1,1617584680989
7834,1,1617584680990
7835,0,1617584680991
7836,1,1617584680991
7837,1,1617584680992
7838,0,1617584680993
7839,1,1617584680993
7840,1,1617584680994
7841,0,1617584680995
7842,1,1617584680995
7843,1,1617584680996
7844,0,1617584680997
7845,1,1617584680997
7846,1,1617584680998
7847,0,1617584680999
7848,1,1617584680999
7849,1,1617584681000
7850,1,1617584681001
7851,0,1617584681002
7852,1,1617584681002
7853,1,1617584681003
7854,1,1617584681004
7855,0,1617584681005
7856,1,1617584681005
7857,0,1617584681006
7858,1,1617584681006
7859,4,1617584681007
7860,1,1617584681011
7861,1,1617584681012
7862,1,1617584681013
7863,1,1617584681014
7864,1,1617584681015
7865,1,1617584681016
7866,0,1617584681017
7867,1,1617584681017
7868,1,1617584681018
7869,0,1617584681019
7870,1,1617584681019
7871,0,1617584681020
7872,1,1617584681020
7873,1,1617584681021
7874,0,1617584681022
7875,1,1617584681022
7876,0,1617584681023
7877,1,1617584681023
7878,1,1617584681024
7879,0,1617584681025
7880,1,1617584681025
7881,0,1617584681026
7882,1,1617584681026
7883,1,1617584681027
7884,0,1617584681028
7885,1,1617584681028
7886,0,1617584681029
7887,1,1617584681029
7888,1,1617584681030
7889,0,1617584681031
7890,1,1617584681031
7891,0,1617584681032
7892,1,1617584681032
7893,1,1617584681033
7894,0,1617584681034
7895,1,1617584681034
7896,0,1617584681035
7897,1,1617584681035
7898,1,1617584681036
7899,0,1617584681037
7900,1,1617584681037
7901,3,1617584681038
7902,0,1617584681041
7903,1,1617584681041
7904,0,1617584681042
7905,1,1617584681042
7906,1,1617584681043
7907,0,1617584681044
7908,1,1617584681044
7909,0,1617584681045
7910,1,1617584681045
7911,1,1617584681046
7912,0,1617584681047
7913,1,1617584681047
7914,0,1617584681048
7915,1,1617584681048
7916,1,1617584681049
7917,0,1617584681050
7918,1,1617584681050
7919,0,1617584681051
7920,1,1617584681051
7921,0,1617584681052
7922,1,1617584681052
7923,1,1617584681053
7924,1,1617584681054
7925,0,1617584681055
7926,1,1617584681055
7927,1,1617584681056
7928,0,1617584681057
7929,1,1617584681057
7930,0,1617584681058
7931,1,1617584681058
7932,1,1617584681059
7933,0,1617584681060
7934,1,1617584681060
7935,1,1617584681061
7936,0,1617584681062
7937,1,1617584681062
7938,1,1617584681063
7939,0,1617584681064
7940,1,1617584681064
7941,0,1617584681065
7942,1,1617584681065
7943,1,1617584681066
7944,0,1617584681067
7945,1,1617584681067
7946,1,1617584681068
7947,0,1617584681069
7948,1,1617584681069
7949,0,1617584681070
7950,0,1617584681071
7951,1,1617584681071
7952,0,1617584681072
7953,1,1617584681072
7954,0,1617584681073
7955,1,1617584681073
7956,1,1617584681074
7957,0,1617584681075
7958,1,1617584681075
7959,1,1617584681076
7960,0,1617584681077
7961,1,1617584681077
7962,0,1617584681078
7963,1,1617584681078
7964,1,1617584681079
7965,0,1617584681080
7966,1,1617584681080
7967,0,1617584681081
7968,1,1617584681081
7969,1,1617584681082
7970,0,1617584681083
7971,1,1617584681083
7972,0,1617584681084
7973,1,1617584681084
7974,1,1617584681085
7975,0,1617584681086
7976,1,1617584681086
7977,0,1617584681087
7978,1,1617584681087
7979,1,1617584681088
7980,0,1617584681089
7981,1,1617584681089
7982,0,1617584681090
7983,1,1617584681090
7984,1,1617584681091
7985,0,1617584681092
7986,1,1617584681092
7987,0,1617584681093
7988,1,1617584681093
7989,1,1617584681094
7990,0,1617584681095
7991,1,1617584681095
7992,0,1617584681096
7993,1,1617584681096
7994,1,1617584681097
7995,0,1617584681098
7996,1,1617584681098
7997,0,1617584681099
7998,1,1617584681099
7999,1,1617584681100
8000,0,1617584681101
8001,1,1617584681101
8002,0,1617584681102
8003,1,1617584681102
8004,1,1617584681103
8005,0,1617584681104
8006,1,1617584681104
8007,1,1617584681105
8008,0,1617584681106
8009,1,1617584681106
8010,0,1617584681107
8011,1,1617584681107
8012,1,1617584681108
8013,0,1617584681109
8014,1,1617584681109
8015,0,1617584681110
8016,1,1617584681110
8017,1,1617584681111
8018,0,1617584681112
8019,1,1617584681112
8020,0,1617584681113
8021,1,1617584681113
8022,1,1617584681114
8023,0,1617584681115
8024,1,1617584681115
8025,1,1617584681116
8026,0,1617584681117
8027,1,1617584681117
8028,1,1617584681118
8029,0,1617584681119
8030,1,1617584681119
8031,0,1617584681120
8032,1,1617584681120
8033,1,1617584681121
8034,0,1617584681122
8035,1,1617584681122
8036,1,1617584681123
8037,0,1617584681124
8038,1,1617584681124
8039,0,1617584681125
8040,1,1617584681125
8041,1,1617584681126
8042,0,1617584681127
8043,1,1617584681127
8044,0,1617584681128
8045,1,1617584681128
8046,1,1617584681129
8047,0,1617584681130
8048,1,1617584681130
8049,0,1617584681131
8050,1,1617584681131
8051,12,1617584681132
8052,1,1617584681144
8053,0,1617584681145
8054,1,1617584681145
8055,1,1617584681146
8056,0,1617584681147
8057,1,1617584681147
8058,1,1617584681148
8059,0,1617584681149
8060,1,1617584681149
8061,0,1617584681150
8062,1,1617584681150
8063,1,1617584681151
8064,0,1617584681152
8065,1,1617584681152
8066,1,1617584681153
8067,0,1617584681154
8068,1,1617584681154
8069,0,1617584681155
8070,1,1617584681155
8071,1,1617584681156
8072,1,1617584681157
8073,0,1617584681158
8074,1,1617584681158
8075,0,1617584681159
8076,1,1617584681159
8077,1,1617584681160
8078,0,1617584681161
8079,1,1617584681161
8080,1,1617584681162
8081,0,1617584681163
8082,1,1617584681163
8083,1,1617584681164
8084,0,1617584681165
8085,1,1617584681165
8086,1,1617584681166
8087,0,1617584681167
8088,1,1617584681167
8089,0,1617584681168
8090,1,1617584681168
8091,1,1617584681169
8092,0,1617584681170
8093,1,1617584681170
8094,0,1617584681171
8095,1,1617584681171
8096,1,1617584681172
8097,0,1617584681173
8098,1,1617584681173
8099,1,1617584681174
8100,0,1617584681175
8101,1,1617584681175
8102,1,1617584681176
8103,0,1617584681177
8104,1,1617584681177
8105,0,1617584681178
8106,1,1617584681178
8107,1,1617584681179
8108,0,1617584681180
8109,1,1617584681180
8110,0,1617584681181
8111,1,1617584681181
8112,1,1617584681182
8113,0,1617584681183
8114,1,1617584681183
8115,0,1617584681184
8116,0,1617584681185
8117,1,1617584681185
8118,0,1617584681186
8119,0,1617584681187
8120,1,1617584681187
8121,0,1617584681188
8122,1,1617584681188
8123,1,1617584681189
8124,0,1617584681190
8125,1,1617584681190
8126,1,1617584681191
8127,0,1617584681192
8128,1,1617584681192
8129,0,1617584681193
8130,1,1617584681193
8131,1,1617584681194
8132,0,1617584681195
8133,1,1617584681195
8134,0,1617584681196
8135,1,1617584681196
8136,1,1617584681197
8137,0,1617584681198
8138,1,1617584681198
8139,1,1617584681199
8140,0,1617584681200
8141,1,1617584681200
8142,0,1617584681201
8143,1,1617584681201
8144,1,1617584681202
8145,0,1617584681203
8146,1,1617584681203
8147,0,1617584681204
8148,1,1617584681204
8149,1,1617584681205
8150,0,1617584681206
8151,1,1617584681206
8152,1,1617584681207
8153,0,1617584681208
8154,1,1617584681208
8155,0,1617584681209
8156,1,1617584681209
8157,1,1617584681210
8158,0,1617584681211
8159,1,1617584681211
8160,0,1617584681212
8161,1,1617584681212
8162,1,1617584681213
8163,0,1617584681214
8164,1,1617584681214
8165,1,1617584681215
8166,0,1617584681216
8167,1,1617584681216
8168,1,1617584681217
8169,0,1617584681218
8170,1,1617584681218
8171,1,1617584681219
8172,0,1617584681220
8173,1,1617584681220
8174,1,1617584681221
8175,0,1617584681222
8176,1,1617584681222
8177,0,1617584681223
8178,1,1617584681223
8179,1,1617584681224
8180,0,1617584681225
8181,1,1617584681225
8182,1,1617584681226
8183,0,1617584681227
8184,1,1617584681227
8185,0,1617584681228
8186,1,1617584681228
8187,1,1617584681229
8188,0,1617584681230
8189,1,1617584681230
8190,1,1617584681231
8191,0,1617584681232
8192,1,1617584681232
8193,1,1617584681233
8194,0,1617584681234
8195,1,1617584681234
8196,0,1617584681235
8197,1,1617584681235
8198,1,1617584681236
8199,1,1617584681237
8200,1,1617584681238
8201,0,1617584681239
8202,1,1617584681239
8203,1,1617584681240
8204,0,1617584681241
8205,1,1617584681241
8206,1,1617584681242
8207,1,1617584681243
8208,0,1617584681244
8209,1,1617584681244
8210,1,1617584681245
8211,0,1617584681246
8212,1,1617584681246
8213,1,1617584681247
8214,1,1617584681248
8215,1,1617584681249
8216,0,1617584681250
8217,1,1617584681250
8218,1,1617584681251
8219,0,1617584681252
8220,1,1617584681252
8221,1,1617584681253
8222,0,1617584681254
8223,1,1617584681254
8224,1,1617584681255
8225,0,1617584681256
8226,1,1617584681256
8227,1,1617584681257
8228,1,1617584681258
8229,0,1617584681259
8230,1,1617584681259
8231,1,1617584681260
8232,0,1617584681261
8233,1,1617584681261
8234,1,1617584681262
8235,1,1617584681263
8236,1,1617584681264
8237,0,1617584681265
8238,1,1617584681265
8239,1,1617584681266
8240,0,1617584681267
8241,1,1617584681267
8242,1,1617584681268
8243,0,1617584681269
8244,1,1617584681269
8245,1,1617584681270
8246,0,1617584681271
8247,1,1617584681271
8248,1,1617584681272
8249,0,1617584681273
8250,1,1617584681273
8251,0,1617584681274
8252,1,1617584681274
8253,1,1617584681275
8254,0,1617584681276
8255,1,1617584681276
8256,1,1617584681277
8257,0,1617584681278
8258,1,1617584681278
8259,1,1617584681279
8260,0,1617584681280
8261,1,1617584681280
8262,0,1617584681281
8263,1,1617584681281
8264,1,1617584681282
8265,0,1617584681283
8266,1,1617584681283
8267,1,1617584681284
8268,0,1617584681285
8269,1,1617584681285
8270,1,1617584681286
8271,0,1617584681287
8272,1,1617584681287
8273,0,1617584681288
8274,1,1617584681288
8275,1,1617584681289
8276,0,1617584681290
8277,1,1617584681290
8278,1,1617584681291
8279,0,1617584681292
8280,1,1617584681292
8281,1,1617584681293
8282,0,1617584681294
8283,1,1617584681294
8284,1,1617584681295
8285,0,1617584681296
8286,1,1617584681296
8287,1,1617584681297
8288,0,1617584681298
8289,1,1617584681298
8290,1,1617584681299
8291,0,1617584681300
8292,1,1617584681300
8293,1,1617584681301
8294,0,1617584681302
8295,1,1617584681302
8296,1,1617584681303
8297,0,1617584681304
8298,1,1617584681304
8299,1,1617584681305
8300,0,1617584681306
8301,1,1617584681306
8302,1,1617584681307
8303,0,1617584681308
8304,1,1617584681308
8305,1,1617584681309
8306,0,1617584681310
8307,1,1617584681310
8308,1,1617584681311
8309,0,1617584681312
8310,1,1617584681312
8311,1,1617584681313
8312,0,1617584681314
8313,1,1617584681314
8314,0,1617584681315
8315,1,1617584681315
8316,1,1617584681316
8317,0,1617584681317
8318,1,1617584681317
8319,1,1617584681318
8320,0,1617584681319
8321,1,1617584681319
8322,1,1617584681320
8323,0,1617584681321
8324,1,1617584681321
8325,1,1617584681322
8326,0,1617584681323
8327,1,1617584681323
8328,1,1617584681324
8329,0,1617584681325
8330,1,1617584681325
8331,1,1617584681326
8332,0,1617584681327
8333,1,1617584681327
8334,1,1617584681328
8335,0,1617584681329
8336,1,1617584681329
8337,1,1617584681330
8338,0,1617584681331
8339,1,1617584681331
8340,1,1617584681332
8341,0,1617584681333
8342,1,1617584681333
8343,1,1617584681334
8344,0,1617584681335
8345,1,1617584681335
8346,1,1617584681336
8347,0,1617584681337
8348,1,1617584681337
8349,1,1617584681338
8350,0,1617584681339
8351,1,1617584681339
8352,1,1617584681340
8353,0,1617584681341
8354,1,1617584681341
8355,1,1617584681342
8356,0,1617584681343
8357,1,1617584681343
8358,1,1617584681344
8359,0,1617584681345
8360,1,1617584681345
8361,1,1617584681346
8362,1,1617584681347
8363,0,1617584681348
8364,1,1617584681348
8365,1,1617584681349
8366,0,1617584681350
8367,1,1617584681350
8368,1,1617584681351
8369,0,1617584681352
8370,1,1617584681352
8371,1,1617584681353
8372,0,1617584681354
8373,1,1617584681354
8374,1,1617584681355
8375,0,1617584681356
8376,1,1617584681356
8377,1,1617584681357
8378,0,1617584681358
8379,1,1617584681358
8380,1,1617584681359
8381,0,1617584681360
8382,1,1617584681360
8383,1,1617584681361
8384,0,1617584681362
8385,1,1617584681362
8386,1,1617584681363
8387,0,1617584681364
8388,1,1617584681364
8389,0,1617584681365
8390,0,1617584681366
8391,1,1617584681366
8392,1,1617584681367
8393,0,1617584681368
8394,1,1617584681368
8395,1,1617584681369
8396,0,1617584681370
8397,1,1617584681370
8398,1,1617584681371
8399,0,1617584681372
8400,1,1617584681372
8401,1,1617584681373
8402,0,1617584681374
8403,1,1617584681374
8404,1,1617584681375
8405,1,1617584681376
8406,0,1617584681377
8407,1,1617584681377
8408,1,1617584681378
8409,0,1617584681379
8410,1,1617584681379
8411,1,1617584681380
8412,0,1617584681381
8413,1,1617584681381
8414,1,1617584681382
8415,0,1617584681383
8416,1,1617584681383
8417,1,1617584681384
8418,0,1617584681385
8419,1,1617584681385
8420,1,1617584681386
8421,0,1617584681387
8422,1,1617584681387
8423,1,1617584681388
8424,0,1617584681389
8425,1,1617584681389
8426,1,1617584681390
8427,0,1617584681391
8428,1,1617584681391
8429,1,1617584681392
8430,0,1617584681393
8431,0,1617584681394
8432,1,1617584681394
8433,0,1617584681395
8434,1,1617584681395
8435,1,1617584681396
8436,1,1617584681397
8437,0,1617584681398
8438,1,1617584681398
8439,1,1617584681399
8440,0,1617584681400
8441,1,1617584681400
8442,1,1617584681401
8443,0,1617584681402
8444,1,1617584681402
8445,1,1617584681403
8446,0,1617584681404
8447,1,1617584681404
8448,1,1617584681405
8449,1,1617584681406
8450,0,1617584681407
8451,1,1617584681407
8452,1,1617584681408
8453,0,1617584681409
8454,1,1617584681409
8455,1,1617584681410
8456,0,1617584681411
8457,1,1617584681411
8458,1,1617584681412
8459,0,1617584681413
8460,1,1617584681413
8461,0,1617584681414
8462,1,1617584681414
8463,1,1617584681415
8464,1,1617584681416
8465,0,1617584681417
8466,1,1617584681417
8467,1,1617584681418
8468,0,1617584681419
8469,1,1617584681419
8470,1,1617584681420
8471,0,1617584681421
8472,1,1617584681421
8473,1,1617584681422
8474,1,1617584681423
8475,0,1617584681424
8476,1,1617584681424
8477,1,1617584681425
8478,1,1617584681426
8479,1,1617584681427
8480,0,1617584681428
8481,1,1617584681428
8482,1,1617584681429
8483,0,1617584681430
8484,1,1617584681430
8485,1,1617584681431
8486,0,1617584681432
8487,1,1617584681432
8488,1,1617584681433
8489,0,1617584681434
8490,1,1617584681434
8491,1,1617584681435
8492,1,1617584681436
8493,1,1617584681437
8494,0,1617584681438
8495,1,1617584681438
8496,1,1617584681439
8497,0,1617584681440
8498,1,1617584681440
8499,1,1617584681441
8500,0,1617584681442
8501,1,1617584681442
8502,1,1617584681443
8503,0,1617584681444
8504,1,1617584681444
8505,1,1617584681445
8506,1,1617584681446
8507,0,1617584681447
8508,1,1617584681447
8509,1,1617584681448
8510,0,1617584681449
8511,1,1617584681449
8512,1,1617584681450
8513,0,1617584681451
8514,1,1617584681451
8515,1,1617584681452
8516,0,1617584681453
8517,1,1617584681453
8518,1,1617584681454
8519,0,1617584681455
8520,1,1617584681455
8521,1,1617584681456
8522,1,1617584681457
8523,0,1617584681458
8524,1,1617584681458
8525,1,1617584681459
8526,0,1617584681460
8527,1,1617584681460
8528,1,1617584681461
8529,0,1617584681462
8530,1,1617584681462
8531,1,1617584681463
8532,0,1617584681464
8533,1,1617584681464
8534,1,1617584681465
8535,1,1617584681466
8536,0,1617584681467
8537,1,1617584681467
8538,1,1617584681468
8539,0,1617584681469
8540,1,1617584681469
8541,1,1617584681470
8542,1,1617584681471
8543,0,1617584681472
8544,1,1617584681472
8545,1,1617584681473
8546,0,1617584681474
8547,1,1617584681474
8548,1,1617584681475
8549,0,1617584681476
8550,1,1617584681476
8551,1,1617584681477
8552,0,1617584681478
8553,1,1617584681478
8554,1,1617584681479
8555,0,1617584681480
8556,1,1617584681480
8557,1,1617584681481
8558,1,1617584681482
8559,0,1617584681483
8560,1,1617584681483
8561,1,1617584681484
8562,0,1617584681485
8563,1,1617584681485
8564,1,1617584681486
8565,0,1617584681487
8566,1,1617584681487
8567,1,1617584681488
8568,0,1617584681489
8569,1,1617584681489
8570,1,1617584681490
8571,0,1617584681491
8572,1,1617584681491
8573,1,1617584681492
8574,0,1617584681493
8575,1,1617584681493
8576,1,1617584681494
8577,0,1617584681495
8578,1,1617584681495
8579,1,1617584681496
8580,1,1617584681497
8581,1,1617584681498
8582,0,1617584681499
8583,1,1617584681499
8584,1,1617584681500
8585,1,1617584681501
8586,0,1617584681502
8587,1,1617584681502
8588,1,1617584681503
8589,0,1617584681504
8590,1,1617584681504
8591,1,1617584681505
8592,0,1617584681506
8593,1,1617584681506
8594,1,1617584681507
8595,0,1617584681508
8596,1,1617584681508
8597,1,1617584681509
8598,1,1617584681510
8599,0,1617584681511
8600,1,1617584681511
8601,1,1617584681512
8602,0,1617584681513
8603,1,1617584681513
8604,1,1617584681514
8605,0,1617584681515
8606,1,1617584681515
8607,1,1617584681516
8608,1,1617584681517
8609,1,1617584681518
8610,0,1617584681519
8611,1,1617584681519
8612,1,1617584681520
8613,0,1617584681521
8614,1,1617584681521
8615,1,1617584681522
8616,0,1617584681523
8617,1,1617584681523
8618,1,1617584681524
8619,0,1617584681525
8620,1,1617584681525
8621,1,1617584681526
8622,1,1617584681527
8623,0,1617584681528
8624,1,1617584681528
8625,1,1617584681529
8626,0,1617584681530
8627,1,1617584681530
8628,1,1617584681531
8629,0,1617584681532
8630,1,1617584681532
8631,1,1617584681533
8632,1,1617584681534
8633,0,1617584681535
8634,1,1617584681535
8635,1,1617584681536
8636,0,1617584681537
8637,1,1617584681537
8638,1,1617584681538
8639,1,1617584681539
8640,0,1617584681540
8641,1,1617584681540
8642,1,1617584681541
8643,0,1617584681542
8644,1,1617584681542
8645,1,1617584681543
8646,0,1617584681544
8647,1,1617584681544
8648,1,1617584681545
8649,1,1617584681546
8650,0,1617584681547
8651,1,1617584681547
8652,1,1617584681548
8653,0,1617584681549
8654,1,1617584681549
8655,1,1617584681550
8656,0,1617584681551
8657,1,1617584681551
8658,1,1617584681552
8659,1,1617584681553
8660,0,1617584681554
8661,1,1617584681554
8662,1,1617584681555
8663,1,1617584681556
8664,0,1617584681557
8665,1,1617584681557
8666,1,1617584681558
8667,1,1617584681559
8668,0,1617584681560
8669,1,1617584681560
8670,1,1617584681561
8671,0,1617584681562
8672,1,1617584681562
8673,1,1617584681563
8674,1,1617584681564
8675,0,1617584681565
8676,1,1617584681565
8677,1,1617584681566
8678,1,1617584681567
8679,0,1617584681568
8680,1,1617584681568
8681,1,1617584681569
8682,1,1617584681570
8683,0,1617584681571
8684,1,1617584681571
8685,1,1617584681572
8686,1,1617584681573
8687,0,1617584681574
8688,1,1617584681574
8689,1,1617584681575
8690,0,1617584681576
8691,1,1617584681576
8692,1,1617584681577
8693,1,1617584681578
8694,0,1617584681579
8695,1,1617584681579
8696,1,1617584681580
8697,0,1617584681581
8698,1,1617584681581
8699,1,1617584681582
8700,1,1617584681583
8701,0,1617584681584
8702,1,1617584681584
8703,1,1617584681585
8704,1,1617584681586
8705,1,1617584681587
8706,0,1617584681588
8707,1,1617584681588
8708,1,1617584681589
8709,1,1617584681590
8710,1,1617584681591
8711,0,1617584681592
8712,1,1617584681592
8713,1,1617584681593
8714,1,1617584681594
8715,1,1617584681595
8716,0,1617584681596
8717,1,1617584681596
8718,1,1617584681597
8719,1,1617584681598
8720,1,1617584681599
8721,1,1617584681600
8722,0,1617584681601
8723,1,1617584681601
8724,1,1617584681602
8725,1,1617584681603
8726,1,1617584681604
8727,1,1617584681605
8728,1,1617584681606
8729,1,1617584681607
8730,1,1617584681608
8731,1,1617584681609
8732,1,1617584681610
8733,0,1617584681611
8734,1,1617584681611
8735,1,1617584681612
8736,1,1617584681613
8737,1,1617584681614
8738,1,1617584681615
8739,1,1617584681616
8740,1,1617584681617
8741,1,1617584681618
8742,1,1617584681619
8743,1,1617584681620
8744,0,1617584681621
8745,1,1617584681621
8746,1,1617584681622
8747,1,1617584681623
8748,1,1617584681624
8749,1,1617584681625
8750,1,1617584681626
8751,1,1617584681627
8752,0,1617584681628
8753,1,1617584681628
8754,1,1617584681629
8755,1,1617584681630
8756,1,1617584681631
8757,0,1617584681632
8758,1,1617584681632
8759,1,1617584681633
8760,1,1617584681634
8761,0,1617584681635
8762,1,1617584681635
8763,1,1617584681636
8764,1,1617584681637
8765,1,1617584681638
8766,1,1617584681639
8767,1,1617584681640
8768,0,1617584681641
8769,1,1617584681641
8770,1,1617584681642
8771,1,1617584681643
8772,1,1617584681644
8773,1,1617584681645
8774,1,1617584681646
8775,1,1617584681647
8776,1,1617584681648
8777,0,1617584681649
8778,1,1617584681649
8779,1,1617584681650
8780,0,1617584681651
8781,1,1617584681651
8782,1,1617584681652
8783,1,1617584681653
8784,0,1617584681654
8785,1,1617584681654
8786,1,1617584681655
8787,0,1617584681656
8788,1,1617584681656
8789,1,1617584681657
8790,1,1617584681658
8791,0,1617584681659
8792,1,1617584681659
8793,1,1617584681660
8794,1,1617584681661
8795,0,1617584681662
8796,1,1617584681662
8797,1,1617584681663
8798,0,1617584681664
8799,1,1617584681664
8800,1,1617584681665
8801,1,1617584681666
8802,0,1617584681667
8803,1,1617584681667
8804,1,1617584681668
8805,1,1617584681669
8806,1,1617584681670
8807,0,1617584681671
8808,1,1617584681671
8809,1,1617584681672
8810,0,1617584681673
8811,1,1617584681673
8812,1,1617584681674
8813,1,1617584681675
8814,0,1617584681676
8815,1,1617584681676
8816,1,1617584681677
8817,0,1617584681678
8818,0,1617584681679
8819,1,1617584681679
8820,1,1617584681680
8821,0,1617584681681
8822,1,1617584681681
8823,1,1617584681682
8824,1,1617584681683
8825,0,1617584681684
8826,1,1617584681684
8827,1,1617584681685
8828,1,1617584681686
8829,1,1617584681687
8830,0,1617584681688
8831,1,1617584681688
8832,1,1617584681689
8833,1,1617584681690
8834,0,1617584681691
8835,1,1617584681691
8836,1,1617584681692
8837,1,1617584681693
8838,0,1617584681694
8839,1,1617584681694
8840,1,1617584681695
8841,1,1617584681696
8842,0,1617584681697
8843,1,1617584681697
8844,1,1617584681698
8845,1,1617584681699
8846,0,1617584681700
8847,1,1617584681700
8848,1,1617584681701
8849,1,1617584681702
8850,0,1617584681703
8851,1,1617584681703
8852,1,1617584681704
8853,1,1617584681705
8854,0,1617584681706
8855,1,1617584681706
8856,1,1617584681707
8857,1,1617584681708
8858,0,1617584681709
8859,1,1617584681709
8860,1,1617584681710
8861,1,1617584681711
8862,1,1617584681712
8863,0,1617584681713
8864,1,1617584681713
8865,1,1617584681714
8866,1,1617584681715
8867,0,1617584681716
8868,1,1617584681716
8869,1,1617584681717
8870,1,1617584681718
8871,0,1617584681719
8872,1,1617584681719
8873,1,1617584681720
8874,1,1617584681721
8875,0,1617584681722
8876,1,1617584681722
8877,1,1617584681723
8878,1,1617584681724
8879,0,1617584681725
8880,1,1617584681725
8881,1,1617584681726
8882,1,1617584681727
8883,1,1617584681728
8884,1,1617584681729
8885,0,1617584681730
8886,1,1617584681730
8887,1,1617584681731
8888,1,1617584681732
8889,0,1617584681733
8890,1,1617584681733
8891,1,1617584681734
8892,1,1617584681735
8893,1,1617584681736
8894,1,1617584681737
8895,1,1617584681738
8896,0,1617584681739
8897,1,1617584681739
8898,1,1617584681740
8899,1,1617584681741
8900,0,1617584681742
8901,1,1617584681742
8902,1,1617584681743
8903,0,1617584681744
8904,1,1617584681744
8905,1,1617584681745
8906,1,1617584681746
8907,1,1617584681747
8908,0,1617584681748
8909,1,1617584681748
8910,1,1617584681749
8911,1,1617584681750
8912,1,1617584681751
8913,0,1617584681752
8914,1,1617584681752
8915,1,1617584681753
8916,0,1617584681754
8917,1,1617584681754
8918,1,1617584681755
8919,1,1617584681756
8920,0,1617584681757
8921,1,1617584681757
8922,1,1617584681758
8923,1,1617584681759
8924,0,1617584681760
8925,1,1617584681760
8926,1,1617584681761
8927,1,1617584681762
8928,0,1617584681763
8929,1,1617584681763
8930,1,1617584681764
8931,1,1617584681765
8932,0,1617584681766
8933,1,1617584681766
8934,1,1617584681767
8935,1,1617584681768
8936,0,1617584681769
8937,1,1617584681769
8938,1,1617584681770
8939,0,1617584681771
8940,1,1617584681771
8941,1,1617584681772
8942,1,1617584681773
8943,0,1617584681774
8944,1,1617584681774
8945,1,1617584681775
8946,1,1617584681776
8947,1,1617584681777
8948,0,1617584681778
8949,1,1617584681778
8950,1,1617584681779
8951,1,1617584681780
8952,1,1617584681781
8953,0,1617584681782
8954,1,1617584681782
